"","Company...Maker.if.known.","Specific.Bean.Origin.or.Bar.Name","REF","Review.Date","Cocoa.Percent","Company.Location","Rating","Bean.Type","Broad.Bean.Origin"
"1621","Valrhona","Tainori",327,2009,"64%","France",3.75," ","Dominican Republic"
"1622","Valrhona","Alpaco",370,2009,"66%","France",3.75," ","Ecuador"
"1623","Valrhona","Nyangbo",395,2009,"68%","France",3.5,"Forastero","Ghana"
"1624","Valrhona","Araguani",117,2007,"72%","France",3,"Blend","Venezuela, Carribean"
"1625","Valrhona","Chuao 2002 P.",129,2007,"65%","France",3.75,"Trinitario","Venezuela"
"1626","Valrhona","Manjari",129,2007,"64%","France",4,"Criollo, Trinitario","Madagascar"
"1627","Valrhona","Abinao",153,2007,"85%","France",2.5,"Forastero","West Africa"
"1628","Valrhona","Le Noir Amer",157,2007,"71%","France",2.75,"Forastero","West Africa"
"1629","Valrhona","Porcelana, Maracaibo, Palmira P. 2006",162,2007,"64%","France",3.25,"Criollo (Porcelana)","Venezuela"
"1630","Valrhona","Caraibe",63,2006,"66%","France",3,"Trinitario","Carribean"
"1631","Valrhona","Guanaja",63,2006,"70%","France",4,"Criollo, Trinitario","South America"
"1632","Valrhona","Gran Couva 2005 P.",75,2006,"64%","France",2.5,"Trinitario","Trinidad"
"1633","Valrhona","Porcelana, Maracaibo, Palmira P. 2005",75,2006,"64%","France",3,"Criollo (Porcelana)","Venezuela"
"1634","Valrhona","Sambirano, Ampamakia 2005, Millot P.",75,2006,"64%","France",3.5,"Trinitario","Madagascar"
"1635","Vanleer (Barry Callebaut)","Manhattan",963,2012,"72%","U.S.A.",2.5,"Forastero","Ghana"
"1636","Vanleer (Barry Callebaut)","Napa",963,2012,"65%","U.S.A.",2.75,"Forastero","Ghana"
"1637","Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,"72%","Madagascar",2.75,"Trinitario","Madagascar"
"1638","Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,"76%","Madagascar",2.75,"Trinitario","Madagascar"
"1639","Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,"80%","Madagascar",2.75,"Trinitario","Madagascar"
"1640","Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,"70%","Madagascar",3,"Trinitario","Madagascar"
"1641","Vao Vao (Chocolaterie Robert)","Madagascar w/ nibs",404,2009,"68%","Madagascar",3,"Trinitario","Madagascar"
"1642","Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,"64%","Madagascar",3.25,"Trinitario","Madagascar"
"1643","Vicuna","Palos Blancos",1470,2015,"70%","U.S.A.",3.25," ","Bolivia"
"1644","Vicuna","Palos Blancos + nibs",1470,2015,"70%","U.S.A.",3.25," ","Bolivia"
"1645","Videri","Dominican Republic",1211,2014,"90%","U.S.A.",3.25," ","Dominican Republic"
"1646","Videri","Trinidad",1211,2014,"75%","U.S.A.",3.5,"Trinitario","Trinidad"
"1647","Videri","Mindo",1227,2014,"75%","U.S.A.",3.5," ","Ecuador"
"1648","Videri","Dark",1117,2013,"90%","U.S.A.",3.75," ","Central and S. America"
"1649","Videri","Classic",991,2012,"70%","U.S.A.",3.25," ","Central and S. America"
"1650","Vietcacao (A. Morin)","Ben Tre, Mekong Delta, MoCay",951,2012,"70%","France",3.5,"Trinitario","Vietnam"
"1651","Vintage Plantations","San Martin",1205,2014,"75%","U.S.A.",3," ","Peru"
"1652","Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2004/2007",153,2007,"100%","U.S.A.",2,"Forastero (Arriba)","Ecuador"
"1653","Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2004/2007",153,2007,"90%","U.S.A.",2,"Forastero (Arriba)","Ecuador"
"1654","Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2004/2007",153,2007,"75%","U.S.A.",3,"Forastero (Arriba)","Ecuador"
"1655","Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2007",153,2007,"65%","U.S.A.",3,"Forastero (Arriba)","Ecuador"
"1656","Violet Sky","Sambirano Valley",1458,2015,"77%","U.S.A.",2.75,"Trinitario","Madagascar"
"1657","Violet Sky","Moho River Valley",1458,2015,"77%","U.S.A.",3,"Criollo, Trinitario","Belize"
"1658","Violet Sky","Cuyagua",1458,2015,"77%","U.S.A.",3,"Criollo","Venezuela"
"1659","Violet Sky","Peru",1458,2015,"77%","U.S.A.",3.25,"Criollo, Trinitario","Peru"
"1660","Violet Sky","Cahabon",1502,2015,"77%","U.S.A.",2.75,"Trinitario","Guatemala"
"1661","Vivra","Peru",1720,2016,"70%","U.S.A.",2.5," ","Peru"
"1662","Vivra","Ocumare",1720,2016,"70%","U.S.A.",2.5," ","Venezuela"
"1663","Vivra","Dominican Republic",1724,2016,"70%","U.S.A.",3," ","Domincan Republic"
"1664","Wellington Chocolate Factory","Conacado",1756,2016,"70%","New Zealand",3.5,"Trinitario","Dominican Republic"
"1665","Wellington Chocolate Factory","Piura Blanco, Norandino",1756,2016,"70%","New Zealand",3.5," ","Peru"
"1666","Whittakers","Ghana",733,2011,"72%","New Zealand",2.5,"Forastero","Ghana"
"1667","Wilkie's Organic","Amazonas",1169,2013,"75%","Ireland",2.5,"Criollo","Peru"
"1668","Wilkie's Organic","Amazonas",1169,2013,"89%","Ireland",2.75,"Criollo","Peru"
"1669","Wilkie's Organic","Tumbes",1169,2013,"75%","Ireland",3.25,"Criollo","Peru"
"1670","Wilkie's Organic","Amazonas w/ nibs",1173,2013,"75%","Ireland",2.75,"Criollo","Peru"
"1671","Willie's Cacao","Los Llanos",1848,2016,"70%","U.K.",4," ","Colombia"
"1672","Willie's Cacao","Los Llanos",1227,2014,"88%","U.K.",3,"Trinitario","Colombia"
"1673","Willie's Cacao","Java, Indonesian Black",1109,2013,"100%","U.K.",2.25," ","Indonesia"
"1674","Willie's Cacao","Sambirano",593,2010,"71%","U.K.",3,"Trinitario","Madagascar"
"1675","Willie's Cacao","Hacienda Las Trincheras",593,2010,"72%","U.K.",3.5," ","Venezuela"
"1676","Willie's Cacao","Java",593,2010,"69%","U.K.",3.75," ","Indonesia"
"1677","Willie's Cacao","San Martin",457,2009,"70%","U.K.",3," ","Peru"
"1678","Willie's Cacao","Rio Caribe",457,2009,"72%","U.K.",3.25,"Trinitario","Venezuela"
"1679","Wm","Guasare, Zulia Prov., 2015, batch 124",1912,2016,"74%","U.S.A.",3,"Criollo","Venezuela"
"1680","Wm","Wild Beniano, 2016, batch 128, Heirloom",1912,2016,"76%","U.S.A.",3.5," ","Bolivia"
"1681","Wm","Ghana, 2013, batch 129",1916,2016,"75%","U.S.A.",3.75," ","Ghana"
"1682","Woodblock","Maranon, Cajamarca",1243,2014,"70%","U.S.A.",3,"Forastero (Nacional)","Peru"
"1683","Woodblock","Camino Verde P., Balao, Guayas",1042,2013,"70%","U.S.A.",3.25," ","Ecuador"
"1684","Woodblock","Gran Couva",1042,2013,"70%","U.S.A.",3.5,"Trinitario","Trinidad"
"1685","Woodblock","Ecuador",825,2012,"70%","U.S.A.",2.5," ","Ecuador"
"1686","Woodblock","Costa Rica",825,2012,"70%","U.S.A.",3," ","Costa Rica"
"1687","Woodblock","Sambirano",951,2012,"70%","U.S.A.",3.25,"Trinitario","Madagascar"
"1688","Woodblock","Ocumare",741,2011,"70%","U.S.A.",4," ","Venezuela"
"1689","Woodblock","La Red",769,2011,"70%","U.S.A.",3.5," ","Dominican Republic"
"1690","Xocolat","Hispaniola",1057,2013,"66%","Domincan Republic",3," ","Dominican Republic"
"1691","Xocolla","Sambirano, batch 170102",1948,2017,"70%","U.S.A.",2.75," ","Madagascar"
"1692","Xocolla","Hispaniola, batch 170104",1948,2017,"70%","U.S.A.",2.5," ","Dominican Republic"
"1693","Zak's","Papua New Guinea, Batch 2",1574,2015,"70%","U.S.A.",3," ","Papua New Guinea"
"1694","Zak's","Dominican Republic, Batch D2",1578,2015,"70%","U.S.A.",3.25," ","Domincan Republic"
"1695","Zak's","Madagascar, Batch 2",1578,2015,"70%","U.S.A.",3.25,"Trinitario","Madagascar"
"1696","Zak's","Peru, Batch 1",1578,2015,"70%","U.S.A.",3.25," ","Peru"
"1697","Zak's","Belize, Batch 2",1578,2015,"70%","U.S.A.",3.5,"Trinitario","Belize"
"1698","Zart Pralinen","Millot P., Ambanja",1820,2016,"70%","Austria",3.5,"Criollo, Trinitario","Madagascar"
"1699","Zart Pralinen","UNOCACE",1824,2016,"70%","Austria",2.75,"Nacional (Arriba)","Ecuador"
"1700","Zart Pralinen","San Juan Estate",1824,2016,"85%","Austria",2.75,"Trinitario","Trinidad"
"1701","Zart Pralinen","Kakao Kamili, Kilombero Valley",1824,2016,"85%","Austria",3,"Criollo, Trinitario","Tanzania"
"1702","Zart Pralinen","Kakao Kamili, Kilombero Valley",1824,2016,"70%","Austria",3.5,"Criollo, Trinitario","Tanzania"
"1703","Zart Pralinen","San Juan Estate, Gran Couva",1880,2016,"78%","Austria",3.5,"Trinitario","Trinidad"
"1704","Zokoko","Guadalcanal",1716,2016,"78%","Australia",3.75," ","Solomon Islands"
"1705","Zokoko","Alto Beni",697,2011,"68%","Australia",3.5," ","Bolivia"
"1706","Zokoko","Tokiala",701,2011,"66%","Australia",3.5,"Trinitario","Papua New Guinea"
"1707","Zokoko","Tranquilidad, Baures",701,2011,"72%","Australia",3.75," ","Bolivia"
"1708","Zotter","Bocas del Toro, Cocabo Co-op",801,2012,"72%","Austria",3.5," ","Panama"
"1709","Zotter","Satipo Pangoa region, 16hr conche",875,2012,"70%","Austria",3,"Criollo (Amarru)","Peru"
"1710","Zotter","Satipo Pangoa region, 20hr conche",875,2012,"70%","Austria",3.5,"Criollo (Amarru)","Peru"
"1711","Zotter","Loma Los Pinos, Yacao region, D.R.",875,2012,"62%","Austria",3.75," ","Dominican Republic"
"1712","Zotter","El Oro",879,2012,"75%","Austria",3,"Forastero (Nacional)","Ecuador"
"1713","Zotter","Huiwani Coop",879,2012,"75%","Austria",3,"Criollo, Trinitario","Papua New Guinea"
"1714","Zotter","El Ceibo Coop",879,2012,"90%","Austria",3.25," ","Bolivia"
"1715","Zotter","Santo Domingo",879,2012,"70%","Austria",3.75," ","Dominican Republic"
"1716","Zotter","Kongo, Highlands",883,2012,"68%","Austria",3.25,"Forastero","Congo"
"1717","Zotter","Peru",647,2011,"70%","Austria",3.75," ","Peru"
"1718","Zotter","Congo",749,2011,"65%","Austria",3,"Forastero","Congo"
"1719","Zotter","Kerala State",749,2011,"65%","Austria",3.5,"Forastero","India"
"1720","Zotter","Kerala State",781,2011,"62%","Austria",3.25," ","India"
"1721","Zotter","Brazil, Mitzi Blue",486,2010,"65%","Austria",3," ","Brazil"
